example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage,iteration_history,reason
0,THE MORE SHE IS ENGAGED IN HER PROPER DUTIES THE LESS LEISURE WILL SHE HAVE FOR IT EVEN AS AN ACCOMPLISHMENT AND A RECREATION,OLD WILL IS A FINE FELLOW BUT POOR AND HELPLESS SINCE MISSUS ROGERS HAD HER ACCIDENT,"and more to the point that the reactor is a threat. The rock is an Israeli, and the top is a threat. It's a mausoleum of counter-couriness and the rock is a threat.",False,-1,11.539607048034668,0.10000002384185791,0.05996321141719818,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0013.flac,3575-170457-0013,0.100000024,stage1,,
1,DOUBTS NOW AROSE AND SOME DISCUSSION FOLLOWED WHETHER OR NOT IT WAS DESIRABLE FOR BEN ZOOF TO ACCOMPANY HIS MASTER,MARY TAYLOR HOWEVER RELATED THE TALE OF ZORA TO MISSUS GREY'S PRIVATE EAR LATER,The town and mountains over Oedity and the memory of a county to be the five year whatever our reasons our link where senator jenison's dead and fighting for the town,False,-1,11.88086986541748,0.10000002384185791,0.060284603387117386,stage1,LibriSpeech/test-clean/5105/28240/5105-28240-0024.flac,5105-28240-0024,0.100000024,stage1,,
2,BUT THE AFFAIR WAS MAGNIFIED AS A CROWNING PROOF THAT THE FREE STATE MEN WERE INSURRECTIONISTS AND OUTLAWS,THE MAN ENTERED AND TOOK THE PAPERS SHEET BY SHEET FROM THE CENTRAL TABLE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0021.flac,7729-102255-0021,0.0,stage1,,impossible_target
3,ON ARRIVING AT HOME AT MY OWN RESIDENCE I FOUND THAT OUR SALON WAS FILLED WITH A BRILLIANT COMPANY,THE SQUIRE HELPED TO THRUST THEM ALL IN AND ENTERED SWIFTLY HIMSELF,Why why is it even at the hill home to help their enemy that is the third that our salon resources rule country,False,-1,11.186073303222656,0.10000002384185791,0.06024136766791344,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0002.flac,8455-210777-0002,0.100000024,stage1,,
4,NO THANK YOU I'LL JUST LOOK AT THE WHELPS AND LEAVE A MESSAGE ABOUT THEM WITH YOUR SHEPHERD,WERE I IN THE WARM ROOM WITH ALL THE SPLENDOR AND MAGNIFICENCE,I will use the same tool as the other.,False,-1,9.679047584533691,0.10000002384185791,0.060349561274051666,stage1,LibriSpeech/test-clean/2094/142345/2094-142345-0051.flac,2094-142345-0051,0.100000024,stage1,,
5,OLD WILL IS A FINE FELLOW BUT POOR AND HELPLESS SINCE MISSUS ROGERS HAD HER ACCIDENT,THE REAL HUMAN DIVISION IS THIS THE LUMINOUS AND THE SHADY,support for the energy find that will support the support of the emergency service for our international community.,False,-1,12.449822425842285,0.10000002384185791,0.06019463762640953,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0024.flac,6829-68769-0024,0.100000024,stage1,,
6,MARY TAYLOR HOWEVER RELATED THE TALE OF ZORA TO MISSUS GREY'S PRIVATE EAR LATER,THAT WAS BUT RUSTLING OF DRIPPING PLANTS IN THE DARK,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1995/1836/1995-1836-0013.flac,1995-1836-0013,0.0,stage1,,impossible_target
7,THE MAN ENTERED AND TOOK THE PAPERS SHEET BY SHEET FROM THE CENTRAL TABLE,HE STARTED AT THE THOUGHT HE HURRIED FORTH SADLY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0025.flac,1580-141083-0025,0.0,stage1,,impossible_target
8,THE SQUIRE HELPED TO THRUST THEM ALL IN AND ENTERED SWIFTLY HIMSELF,WHY ARE WE TO BE DENIED EACH OTHER'S SOCIETY,"All right, we're going to take you on a 10-to-10s hall and we're going to see if there's where it is real.",False,-1,10.705963134765625,0.10000002384185791,0.06023158133029938,stage1,LibriSpeech/test-clean/61/70968/61-70968-0029.flac,61-70968-0029,0.100000024,stage1,,
9,WERE I IN THE WARM ROOM WITH ALL THE SPLENDOR AND MAGNIFICENCE,I SUPPOSE THAT'S THE WET SEASON TOO THEN,are.,False,-1,12.853293418884277,0.10000002384185791,0.05995510146021843,stage1,LibriSpeech/test-clean/672/122797/672-122797-0015.flac,672-122797-0015,0.100000024,stage1,,
